source_name	source_qid	parity	target_name	target_qid	target_uid	reason	witness	
		-	Mantisalca	ncbi:145818	9002999	addition	null
Coespeletia	ncbi:183012	=>	Coespeletia	ncbi:183012	350686	new/import	null
Espeletia	gbif:3105048	-	Coespeletia	ncbi:183012	350686	noinfo	null
Espeletia	gbif:3105048	-	Carramboa	ncbi:185146	633161	noinfo	null
Espeletia	gbif:3105048	-	Espeletiopsis	ncbi:185155	111379	noinfo	null
Espeletia	gbif:3105048	-	Libanothamnus	ncbi:185169	685427	noinfo	null
Espeletia	gbif:3105048	-	Ruilopezia	ncbi:185179	162486	noinfo	null
Espeletia	gbif:3105048	-	Tamania	ncbi:185203	550170	noinfo	null
Espeletia	gbif:3105048	=>	Espeletia	ncbi:185152	111373	same/primary-name	Espeletia
Scariola	ncbi:1400688	=>	Scariola	ncbi:1400688	4728169	new/import	null
Scariola	ott:4728169	-		null	-	not-deprecated/exposed	null
Bradburia	gbif:3087112	=>	Bradburia	gbif:3087112	4727515	new/tip	null
Bradburia	ott:4727515	-		null	-	newly-hidden	null
Symphyotrichum subulatum var. squamatum	ncbi:1053329	=>	Symphyotrichum subulatum var. squamatum	ncbi:1053329	894737	new/tip	null
Aster squamatus	gbif:7899948	-	Symphyotrichum subulatum var. squamatum	ncbi:1053329	894737	noinfo	null
Aster squamatus	gbif:7899948	-	Aster asteroides	ncbi:1196464	1076649	noinfo	null
Aster squamatus	gbif:7899948	-	Eurybia divaricata	ncbi:300142	1078260	noinfo	null
Aster squamatus	gbif:7899948	-		null	-	ambiguous tip	3
Hieracium gombense	gbif:8489279	=>	Hieracium gombense	gbif:8489279	3897009	new/tip	null
Yunquea	gbif:3143300	=>	Yunquea	gbif:3143300	4727426	new/tip	null
Yunquea	ott:4727426	-		null	-	continued-hidden	null
Campanula speciosa	ncbi:428204	=>	Campanula speciosa	ncbi:428204	513708	new/import	null
Piqueriopsis	gbif:8207588	=>	Piqueriopsis	gbif:8207588	4727598	new/tip	null
Microspermum	gbif:3104566	=>	Microspermum	gbif:3104566	4728217	new/tip	null
Iltisia	ott:4727699	-	Microspermum	gbif:3104566	4728217	noinfo	null
Iltisia	ott:4727699	=>	Iltisia	gbif:3146341	4727699	same/primary-name	Iltisia
Piqueriopsis	ott:4727598	-	Microspermum	gbif:3104566	4728217	noinfo	null
Piqueriopsis	ott:4727598	=>	Piqueriopsis	gbif:8207588	4727598	same/primary-name	Piqueriopsis
Piqueriopsis	ott:4727598	-		null	-	continued-hidden	null
Microspermum	ott:4728217	-		null	-	continued-hidden	null
Lobelia guatemalensis	gbif:5407921	=>	Lobelia guatemalensis	gbif:5407921	3893116	new/tip	null
Millina	gbif:8690577	=>	Millina	gbif:8690577	4727898	new/tip	null
Millina	ott:4727898	-		null	-	continued-hidden	null
Fleischmannia	ncbi:102780	=>	Fleischmannia	ncbi:102780	509193	new/import	null
Cacalia	ncbi:1500519	=>	Cacalia	ncbi:1500519	4728144	new/import	null
Adenostyles	gbif:3133701	-	Cacalia	ncbi:1500519	4728144	noinfo	null
Adenostyles	gbif:3133701	-	Caucasalia	ncbi:422316	237924	noinfo	null
Adenostyles	gbif:3133701	=>	Adenostyles	ncbi:217499	211954	same/primary-name	Adenostyles
Iocenes	ncbi:422329	=>	Iocenes	ncbi:422329	710487	new/import	null
Lobelia alsinoides	ncbi:1582599	=>	Lobelia alsinoides	ncbi:1582599	3893098	new/tip	null
Dicoma	ncbi:130251	=>	Dicoma	ncbi:130251	564574	new/import	null
Dicoma	ott:564574	=>	Dicoma	ncbi:130251	564574	same/parent+parent	Dicomeae|Dicomeae
Macledium	ott:846102	-	Dicoma	ncbi:130251	564574	noinfo/disjoint	|Macledium zeyheri
Macledium	ott:846102	=>	Macledium	ncbi:378880	846102	same/is-subsumed-by	null
Campanula aprica	ncbi:1241021	=>	Campanula aprica	ncbi:1241021	442702	new/tip	null
Campanula cana	gbif:5410097	-	Campanula aprica	ncbi:1241021	442702	noinfo	null
Campanula cana	gbif:5410097	-	Campanula xylopoda	ncbi:1241213	702332	noinfo	null
Campanula cana	gbif:5410097	=>	Campanula cana	ncbi:1241045	322432	same/primary-name	Campanula cana
Campanula cana	ott:322432	-	Campanula aprica	ncbi:1241021	442702	noinfo	null
Campanula cana	ott:322432	-	Campanula xylopoda	ncbi:1241213	702332	noinfo	null
Campanula cana	ott:322432	-	Campanula bononiensis	ncbi:361374	109730	noinfo	null
Campanula cana	ott:322432	=>	Campanula cana	ncbi:1241045	322432	same/primary-name	Campanula cana
Platycodon grandiflorus	ncbi:94286	=>	Platycodon grandiflorus	ncbi:94286	141088	new/import	null
Platycodon grandiflorus f. albiflorus	ott:39970	-	Platycodon grandiflorus	ncbi:94286	141088	noinfo	null
Platycodon grandiflorus f. albiflorus	ott:39970	=>	Platycodon grandiflorus f. albiflorus	ncbi:1049787	39970	same/primary-name	Platycodon grandiflorus f. albiflorus
Campanula medium	ott:112632	-	Platycodon grandiflorus	ncbi:94286	141088	noinfo	null
Campanula medium	ott:112632	=>	Campanula medium	ncbi:56154	112632	same/primary-name	Campanula medium
Wahlenbergia grandiflora	ott:3892416	-	Platycodon grandiflorus	ncbi:94286	141088	noinfo	null
Wahlenbergia grandiflora	ott:3892416	=>	Wahlenbergia grandiflora	gbif:5413686	3892416	same/primary-name	Wahlenbergia grandiflora
Platycodon grandiflorus	ott:141088	=>	Platycodon grandiflorus	ncbi:94286	141088	same/parent+parent	Campanulaceae|Campanulaceae
Evax	ncbi:703220	=>	Evax	ncbi:703220	994687	new/tip	null
Filago	gbif:3115745	-	Evax	ncbi:703220	994687	noinfo	null
Filago	gbif:3115745	-	Evacidium	ncbi:703221	994689	noinfo	null
Filago	gbif:3115745	=>	Filago	ncbi:261771	422640	same/primary-name	Filago
Evax	ott:994687	-		null	-	not-deprecated/exposed	null
Centaurea aplolepa	ncbi:124923	=>	Centaurea aplolepa	ncbi:124923	887148	new/import	null
Eclipta prostrata	ncbi:53719	=>	Eclipta prostrata	ncbi:53719	189995	new/tip	null
Crinitina	ncbi:1196508	=>	Crinitina	ncbi:1196508	870247	new/import	null
Clermontia paradisia	gbif:5407744	=>	Clermontia paradisia	gbif:5407744	3893819	new/tip	null
Rhetinodendron	gbif:7685471	=>	Rhetinodendron	gbif:7685471	4727841	new/tip	null
Rhetinodendron	ott:4727841	-		null	-	continued-hidden	null
Argophyllum acinetochromum	gbif:3932771	=>	Argophyllum acinetochromum	gbif:3932771	9000008	new/tip	null
		-	Argophyllum acinetochromum	gbif:3932771	9000008	addition	null
Lobelia verticillata	gbif:7695593	=>	Lobelia verticillata	gbif:7695593	9006664	new/tip	null
Siphocampylus verticillatus	gbif:3168801	=>	Siphocampylus verticillatus	gbif:3168801	3892682	new/tip	null
Siphocampylus verticillatus	ott:3892682	-	Lobelia verticillata	gbif:7695593	9006664	noinfo	null
Siphocampylus verticillatus	ott:3892682	=>	Siphocampylus verticillatus	gbif:3168801	3892682	same/primary-name	Siphocampylus verticillatus
		-	Lobelia verticillata	gbif:7695593	9006664	addition	null
Edraianthus dalmaticus	ncbi:440366	=>	Edraianthus dalmaticus	ncbi:440366	410738	new/tip	null
Hypacanthium	ncbi:254696	=>	Hypacanthium	ncbi:254696	741666	new/tip	null
Cousinia	gbif:3101721	-	Hypacanthium	ncbi:254696	741666	noinfo/target-no-children	null
Cousinia	gbif:3101721	-	Schmalhausenia	ncbi:254702	348567	noinfo/target-no-children	null
Cousinia	gbif:3101721	-	Tiarocarpus	ncbi:526055	768001	noinfo/disjoint	|Cousinia sewerzowi
Cousinia	gbif:3101721	=>	Cousinia	ncbi:92908	597720	same/is-subsumed-by	null
Hypacanthium	ott:741666	-		null	-	continued-hidden	null
Jensia	gbif:3130663	=>	Jensia	gbif:3130663	4727870	new/tip	null
Jensia	ott:4727870	-		null	-	newly-hidden	null
Codonopsis rotundifolia	ncbi:1392604	=>	Codonopsis rotundifolia	ncbi:1392604	3893781	new/tip	null
Wahlenbergia brehmeri	ott:3892481	-	Codonopsis rotundifolia	ncbi:1392604	3893781	noinfo	null
Wahlenbergia brehmeri	ott:3892481	=>	Wahlenbergia brehmeri	gbif:5413730	3892481	same/primary-name	Wahlenbergia brehmeri
Perymenium	ncbi:183066	=>	Perymenium	ncbi:183066	875362	new/import	null
Perymenium	ott:875362	=>	Perymenium	ncbi:183066	875362	same/parent+parent	Heliantheae|Heliantheae
Perymeniopsis	ott:875366	-	Perymenium	ncbi:183066	875362	noinfo/disjoint	|Perymeniopsis ovalifolia
Perymeniopsis	ott:875366	=>	Perymeniopsis	ncbi:183064	875366	same/is-subsumed-by	null
Gamocarpha polycephala	gbif:3906867	=>	Gamocarpha polycephala	gbif:3906867	9006099	new/tip	null
		-	Gamocarpha polycephala	gbif:3906867	9006099	addition	null
Artemisia melanolepis	ncbi:1287614	=>	Artemisia melanolepis	ncbi:1287614	704369	new/tip	null
Artemisia minor	gbif:7551204	-	Artemisia melanolepis	ncbi:1287614	704369	noinfo	null
Artemisia minor	gbif:7551204	=>	Artemisia minor	ncbi:1227633	12091	same/primary-name	Artemisia minor
Aphanostephus	ncbi:72895	=>	Aphanostephus	ncbi:72895	877573	new/import	null
Chrysothamnus	ncbi:71038	=>	Chrysothamnus	ncbi:71038	192811	new/import	null
Echinops polygamus	ncbi:909174	=>	Echinops polygamus	ncbi:909174	54808	new/tip	null
Jurinea	ncbi:41593	=>	Jurinea	ncbi:41593	289563	new/import	null
Perplexia	ott:4727647	-	Jurinea	ncbi:41593	289563	noinfo	null
Perplexia	ott:4727647	=>	Perplexia	gbif:3095525	4727647	same/primary-name	Perplexia
Diplazoptilon	ott:249621	-	Jurinea	ncbi:41593	289563	noinfo/disjoint	|Diplazoptilon cooperi
Diplazoptilon	ott:249621	=>	Diplazoptilon	ncbi:324587	249621	same/is-subsumed-by	null
Outreya	ott:272033	-	Jurinea	ncbi:41593	289563	noinfo/disjoint	|Outreya carduiformis
Outreya	ott:272033	=>	Outreya	ncbi:143205	272033	same/is-subsumed-by	null
Jurinella	ott:272035	-	Jurinea	ncbi:41593	289563	noinfo/disjoint	|Jurinella moschus
Jurinella	ott:272035	=>	Jurinella	ncbi:143203	272035	same/is-subsumed-by	null
Hyalochaete	ott:272037	-	Jurinea	ncbi:41593	289563	noinfo/disjoint	|Hyalochaete modesta
Hyalochaete	ott:272037	=>	Hyalochaete	ncbi:143200	272037	same/is-subsumed-by	null
Jurinea	ott:289563	=>	Jurinea	ncbi:41593	289563	same/parent+parent	Carduinae|Carduinae
Himalaiella	ott:947023	-	Jurinea	ncbi:41593	289563	noinfo/disjoint	|Himalaiella deltoidea
Himalaiella	ott:947023	=>	Himalaiella	ncbi:258784	947023	same/is-subsumed-by	null
Eirmocephala	ncbi:434649	=>	Eirmocephala	ncbi:434649	503068	new/import	null
Leontodon hispidus	ncbi:58660	=>	Leontodon hispidus	ncbi:58660	864431	new/tip	null
Coreopsis basalis	ncbi:159655	=>	Coreopsis basalis	ncbi:159655	840925	new/tip	null
Senecio vulgaris	ncbi:76276	=>	Senecio vulgaris	ncbi:76276	754105	new/import	null
Launaea lanifera	ncbi:519269	=>	Launaea lanifera	ncbi:519269	882819	new/tip	null
Mycelis	ncbi:75959	=>	Mycelis	ncbi:75959	678377	new/tip	null
Mycelis	ott:678377	-		null	-	continued-hidden	null
Siphonocampylus	gbif:7274317	=>	Siphonocampylus	gbif:7274317	3893922	new/import	null
Siphonocampylus	ott:3893922	=>	Siphonocampylus	gbif:7274317	3893922	same/parent+parent	Campanulaceae|Campanulaceae
Siphonocampylus	ott:3893922	-		null	-	not-deprecated/exposed	null
Taraxacum ceratophorum	ncbi:669847	=>	Taraxacum ceratophorum	ncbi:669847	797011	new/tip	null
Werneria	ncbi:462587	=>	Werneria	ncbi:462587	63631	new/import	null
Werneria	ott:63631	=>	Werneria	ncbi:462587	63631	same/parent+parent	Senecioninae|Senecioninae
Misbrookea	ott:187052	-	Werneria	ncbi:462587	63631	noinfo/disjoint	|Misbrookea strigosissima
Misbrookea	ott:187052	=>	Misbrookea	ncbi:422335	187052	same/is-subsumed-by	null
Rhaponticum carthamoides	ncbi:362630	=>	Rhaponticum carthamoides	ncbi:362630	1012791	new/tip	null
Lobelia leschenaultiana	ncbi:368689	=>	Lobelia leschenaultiana	ncbi:368689	320440	new/tip	null
Acantholepis	ncbi:143168	=>	Acantholepis	ncbi:143168	182570	new/import	null
Echinops	gbif:3109550	-	Acantholepis	ncbi:143168	182570	noinfo/disjoint	|Echinops niveus
Echinops	gbif:3109550	=>	Echinops	ncbi:32194	511898	same/is-subsumed-by	null
Echinops	ott:511898	-	Acantholepis	ncbi:143168	182570	noinfo/disjoint	|Echinops ilicifolius
Echinops	ott:511898	=>	Echinops	ncbi:32194	511898	same/is-subsumed-by	null
Nauplius	ncbi:41613	=>	Nauplius	ncbi:41613	931529	new/tip	null
Nauplius	gbif:7583519	-		null	-	not-placed/does-not-descend	null
Nauplius	ott:931529	-		null	-	continued-hidden	null
Artemisia campestris	ncbi:72337	=>	Artemisia campestris	ncbi:72337	408655	new/import	null
Haastia	ncbi:174459	=>	Haastia	ncbi:174459	107028	new/import	null
Brachyglottis	gbif:3138413	-	Haastia	ncbi:174459	107028	noinfo/disjoint	|Brachyglottis kirkii
Brachyglottis	gbif:3138413	-	Traversia	ncbi:174477	55464	noinfo/disjoint	|Brachyglottis kirkii
Brachyglottis	gbif:3138413	-	Papuacalia	ncbi:422343	658598	noinfo/disjoint	|Brachyglottis kirkii
Brachyglottis	gbif:3138413	-	Urostemon	ncbi:904584	272069	noinfo/disjoint	|Brachyglottis kirkii
Brachyglottis	gbif:3138413	=>	Brachyglottis	ncbi:174468	628539	same/is-subsumed-by	null
Lobelia speciosa	gbif:5408828	=>	Lobelia speciosa	gbif:5408828	3893095	new/tip	null
Downingia ornatissima	ncbi:104527	=>	Downingia ornatissima	ncbi:104527	977491	new/import	null
Downingia ornatissima var. eximia	ott:1065891	-	Downingia ornatissima	ncbi:104527	977491	noinfo	null
Downingia ornatissima var. eximia	ott:1065891	=>	Downingia ornatissima var. eximia	ncbi:136368	1065891	same/primary-name	Downingia ornatissima var. eximia
Downingia ornatissima	ott:977491	=>	Downingia ornatissima	ncbi:104527	977491	same/parent+parent	Campanulaceae|Campanulaceae
Azorina	ncbi:239394	=>	Azorina	ncbi:239394	245754	new/import	null
Lobelia grimesiana	gbif:8072664	=>	Lobelia grimesiana	gbif:8072664	9006579	new/tip	null
Cyanea grimesiana	gbif:5412300	=>	Cyanea grimesiana	gbif:5412300	3893494	new/tip	null
Cyanea grimesiana	ott:3893494	-	Lobelia grimesiana	gbif:8072664	9006579	noinfo	null
Cyanea grimesiana	ott:3893494	=>	Cyanea grimesiana	gbif:5412300	3893494	same/primary-name	Cyanea grimesiana
		-	Lobelia grimesiana	gbif:8072664	9006579	addition	null
Dampiera stricta	ncbi:1161787	=>	Dampiera stricta	ncbi:1161787	602251	new/tip	null
Dampiera ferruginea	ott:449610	-	Dampiera stricta	ncbi:1161787	602251	noinfo	null
Dampiera ferruginea	ott:449610	=>	Dampiera ferruginea	ncbi:1161769	449610	same/primary-name	Dampiera ferruginea
Dampiera fasciculata	ott:449612	-	Dampiera stricta	ncbi:1161787	602251	noinfo	null
Dampiera fasciculata	ott:449612	=>	Dampiera fasciculata	ncbi:1161768	449612	same/primary-name	Dampiera fasciculata
Dampiera stricta	ott:602251	=>	Dampiera stricta	ncbi:1161787	602251	same/parent+parent	Goodeniaceae|Goodeniaceae
Ampelaster	ncbi:481908	=>	Ampelaster	ncbi:481908	436418	new/import	null
Campanula peregrina	ncbi:239415	=>	Campanula peregrina	ncbi:239415	219653	new/tip	null
Campanula peregrina	ott:219653	=>	Campanula peregrina	ncbi:239415	219653	same/parent+parent	Campanulaceae|Campanulaceae
Campanula alata	ott:671924	-	Campanula peregrina	ncbi:239415	219653	noinfo	null
Campanula alata	ott:671924	=>	Campanula alata	ncbi:478654	671924	same/primary-name	Campanula alata
Stebbinsia	ncbi:996392	=>	Stebbinsia	ncbi:996392	756166	new/import	null
Soroseris	gbif:3137740	-	Stebbinsia	ncbi:996392	756166	noinfo	null
Soroseris	gbif:3137740	=>	Soroseris	ncbi:509705	634662	same/primary-name	Soroseris
Stobaea	gbif:8018353	=>	Stobaea	gbif:8018353	4728204	new/import	null
Stobaea	ott:4728204	-		null	-	not-deprecated/exposed	null
Osmadenia	ncbi:28924	=>	Osmadenia	ncbi:28924	288120	new/import	null
Calycadenia	gbif:3092995	-	Osmadenia	ncbi:28924	288120	noinfo	null
Calycadenia	gbif:3092995	=>	Calycadenia	ncbi:17778	1098582	same/primary-name	Calycadenia
Cyanea acuminata	ncbi:360844	=>	Cyanea acuminata	ncbi:360844	970554	new/tip	null
Lobelia acuminata	ott:3892880	-	Cyanea acuminata	ncbi:360844	970554	noinfo	null
Lobelia acuminata	ott:3892880	=>	Lobelia acuminata	gbif:5408500	3892880	same/primary-name	Lobelia acuminata
Ocyroe	ncbi:1161143	=>	Ocyroe	ncbi:1161143	458126	new/import	null
Nardophyllum	gbif:3101138	-	Ocyroe	ncbi:1161143	458126	noinfo	null
Nardophyllum	gbif:3101138	-	Guynesomia	ncbi:381999	452989	noinfo	null
Nardophyllum	gbif:3101138	=>	Nardophyllum	ncbi:200661	778534	same/primary-name	Nardophyllum
Nardophyllum	ott:778534	-	Ocyroe	ncbi:1161143	458126	noinfo/disjoint	|Nardophyllum patagonicum
Nardophyllum	ott:778534	=>	Nardophyllum	ncbi:200661	778534	same/is-subsumed-by	null
Babcockia	ncbi:43189	=>	Babcockia	ncbi:43189	9004852	new/tip	null
Babcockia	ott:212027	-	Babcockia	ncbi:43189	9004852	noinfo/target-no-children	null
Babcockia	ott:212027	=>	Sonchus	ncbi:50190	212025	same/is-subsumed-by	null
		-	Babcockia	ncbi:43189	9004852	addition	null
Babcockia	ott:212027	-		null	-	lumped	null
Lobelia reticulata	gbif:7803214	=>	Lobelia reticulata	gbif:7803214	9006621	new/tip	null
Siphocampylus reticulatus	gbif:3168611	=>	Siphocampylus reticulatus	gbif:3168611	3892799	new/tip	null
Siphocampylus reticulatus	ott:3892799	-	Lobelia reticulata	gbif:7803214	9006621	noinfo	null
Siphocampylus reticulatus	ott:3892799	=>	Siphocampylus reticulatus	gbif:3168611	3892799	same/primary-name	Siphocampylus reticulatus
		-	Lobelia reticulata	gbif:7803214	9006621	addition	null
Artemisia	ncbi:4219	=>	Artemisia	ncbi:4219	465444	new/import	null
Elachanthemum	ott:573314	-	Artemisia	ncbi:4219	465444	noinfo	null
Elachanthemum	ott:573314	=>	Elachanthemum	ncbi:205382	573314	same/primary-name	Elachanthemum
Seriphidium	ott:1019564	-	Artemisia	ncbi:4219	465444	noinfo	null
Seriphidium	ott:1019564	=>	Seriphidium	ncbi:99101	1019564	same/primary-name	Seriphidium
Picrothamnus	ott:274421	-	Artemisia	ncbi:4219	465444	noinfo/disjoint	|Picrothamnus desertorum
Picrothamnus	ott:274421	=>	Picrothamnus	ncbi:333958	274421	same/is-subsumed-by	null
Centaurea nigra	ncbi:75633	=>	Centaurea nigra	ncbi:75633	717413	new/tip	null
Centaurea nigrescens	ott:4727062	-	Centaurea nigra	ncbi:75633	717413	noinfo	null
Centaurea nigrescens	ott:4727062	=>	Centaurea nigrescens	ncbi:1308045	4727062	same/primary-name	Centaurea nigrescens
Centaurea nigra	ott:717413	=>	Centaurea nigra	ncbi:75633	717413	same/parent+parent	Centaureinae|Centaureinae
Centaurea phrygia	ott:888052	-	Centaurea nigra	ncbi:75633	717413	noinfo	null
Centaurea phrygia	ott:888052	=>	Centaurea phrygia	ncbi:910632	888052	same/primary-name	Centaurea phrygia
Postia	gbif:3130707	=>	Postia	gbif:3130707	4728184	new/tip	null
Postia	ott:4728184	-		null	-	continued-hidden	null
Pratia purpurascens	ncbi:368692	=>	Pratia purpurascens	ncbi:368692	894908	new/tip	null
Centaurea phrygia	ncbi:910632	=>	Centaurea phrygia	ncbi:910632	888052	new/import	null
Ruilopezia	ncbi:185179	=>	Ruilopezia	ncbi:185179	162486	new/import	null
Adenostyles	ncbi:217499	=>	Adenostyles	ncbi:217499	211954	new/import	null
Cacalia	ott:4728144	-	Adenostyles	ncbi:217499	211954	noinfo	null
Cacalia	ott:4728144	=>	Cacalia	ncbi:1500519	4728144	same/primary-name	Cacalia
Adenostyles	ott:211954	=>	Adenostyles	ncbi:217499	211954	same/parent+parent	Senecioninae|Senecioninae
Caucasalia	ott:237924	-	Adenostyles	ncbi:217499	211954	noinfo/disjoint	|Caucasalia parviflora
Caucasalia	ott:237924	=>	Caucasalia	ncbi:422316	237924	same/is-subsumed-by	null
Campanula pallida var. tibetica	ncbi:1241140	=>	Campanula pallida var. tibetica	ncbi:1241140	446695	new/tip	null
Ozothamnus vauvilliersii	ncbi:1205760	=>	Ozothamnus vauvilliersii	ncbi:1205760	492953	new/tip	null
Ozothamnus leptophyllus	gbif:3111878	-	Ozothamnus vauvilliersii	ncbi:1205760	492953	noinfo	null
Ozothamnus leptophyllus	gbif:3111878	=>	Ozothamnus leptophyllus	ncbi:59439	968345	same/primary-name	Ozothamnus leptophyllus
Echinops graecus	ncbi:909153	=>	Echinops graecus	ncbi:909153	2968	new/tip	null
Melanthera	ncbi:183049	=>	Melanthera	ncbi:183049	541015	new/import	null
Melanthera	ott:541015	=>	Melanthera	ncbi:183049	541015	same/parent+parent	Heliantheae|Heliantheae
Wollastonia	ott:856811	-	Melanthera	ncbi:183049	541015	noinfo/disjoint	|Wollastonia montana
Wollastonia	ott:856811	=>	Wollastonia	ncbi:101472	856811	same/is-subsumed-by	null
Endopappus	ncbi:282209	=>	Endopappus	ncbi:282209	997920	new/import	null
Endopappus	gbif:3098648	-		null	-	not-placed/does-not-descend	null
Endopappus	ott:997920	=>	Endopappus	ncbi:282209	997920	same/parent+parent	Mediterranean clade|Mediterranean clade
Endopappus	ott:997920	-		null	-	newly-hidden	null
Jurinella	ncbi:143203	=>	Jurinella	ncbi:143203	272035	new/import	null
Treichelia	ncbi:378895	=>	Treichelia	ncbi:378895	299631	new/import	null
Treichelia	ott:299631	=>	Treichelia	ncbi:378895	299631	same/parent+parent	Campanulaceae|Campanulaceae
Mollera	ncbi:313969	=>	Mollera	ncbi:313969	652988	new/import	null
Calostephane	gbif:3139788	-	Mollera	ncbi:313969	652988	noinfo	null
Calostephane	gbif:3139788	=>	Calostephane	ncbi:313925	756315	same/primary-name	Calostephane
Achyrocline satureioides	ncbi:746493	=>	Achyrocline satureioides	ncbi:746493	531783	new/tip	null
Senecillis	gbif:8297863	=>	Senecillis	gbif:8297863	4727658	new/import	null
Senecillis	ott:4727658	-		null	-	not-deprecated/exposed	null
Cota triumfettii	ncbi:158232	=>	Cota triumfettii	ncbi:158232	678105	new/tip	null
Cota talyschensis	ott:112211	-	Cota triumfettii	ncbi:158232	678105	noinfo	null
Cota talyschensis	ott:112211	=>	Cota talyschensis	ncbi:589836	112211	same/primary-name	Cota talyschensis
Cota triumfettii	ott:678105	=>	Cota triumfettii	ncbi:158232	678105	same/parent+parent	Anthemidinae|Anthemidinae
Wahlenbergia subulata	ncbi:1005617	=>	Wahlenbergia subulata	ncbi:1005617	643006	new/tip	null
Campanula americana	ott:659066	-	Wahlenbergia subulata	ncbi:1005617	643006	noinfo	null
Campanula americana	ott:659066	-	Campanula versicolor	ncbi:361406	719194	noinfo	null
Campanula americana	ott:659066	-	Campanula parryi	ncbi:440358	897852	noinfo	null
Campanula americana	ott:659066	-	Prismatocarpus fruticosus	ncbi:519297	1074255	noinfo	null
Campanula americana	ott:659066	-	Campanula nitida	gbif:7844761	9006202	noinfo	null
Campanula americana	ott:659066	=>	Campanula americana	ncbi:239430	270849	same/primary-name	Campanula americana
Squamopappus	ncbi:121903	=>	Squamopappus	ncbi:121903	750170	new/import	null
Podachaenium	gbif:8155301	-	Squamopappus	ncbi:121903	750170	noinfo/disjoint	|Podachaenium pachyphyllum
Podachaenium	gbif:8155301	=>	Podachaenium	ncbi:121887	931868	same/is-subsumed-by	null
Xeranthemum cylindraceum	ncbi:143215	=>	Xeranthemum cylindraceum	ncbi:143215	795397	new/tip	null
Lasianthaea	ncbi:183038	=>	Lasianthaea	ncbi:183038	210209	new/import	null
Lasianthaea	ott:210209	=>	Lasianthaea	ncbi:183038	210209	same/parent+parent	Heliantheae|Heliantheae
Lundellianthus	ott:824808	-	Lasianthaea	ncbi:183038	210209	noinfo/disjoint	|Lundellianthus breedlovei
Lundellianthus	ott:824808	=>	Lundellianthus	ncbi:183046	824808	same/is-subsumed-by	null
Chrysothamnus viscidiflorus	ncbi:72914	=>	Chrysothamnus viscidiflorus	ncbi:72914	1008411	new/tip	null
Artemisia borealis subsp. richardsoniana	ncbi:401881	=>	Artemisia borealis subsp. richardsoniana	ncbi:401881	636813	new/tip	null
Artemisia richardsoniana	gbif:7590079	-	Artemisia borealis subsp. richardsoniana	ncbi:401881	636813	noinfo	null
Artemisia richardsoniana	gbif:7590079	-	Artemisia norvegica var. villosula	ncbi:401920	872285	noinfo	null
Artemisia richardsoniana	gbif:7590079	-		null	-	ambiguous tip	2
Artemisia norvegica	ott:246967	-	Artemisia borealis subsp. richardsoniana	ncbi:401881	636813	noinfo/target-no-children	null
Artemisia norvegica	ott:246967	=>	Artemisia norvegica	ncbi:401918	246967	same/is-subsumed-by	null
Volutaria sinaica	ncbi:1873027	=>	Volutaria sinaica	ncbi:1873027	3894370	new/tip	null
Steptorhamphus	ncbi:75957	=>	Steptorhamphus	ncbi:75957	678380	new/import	null
Klasea nudicaulis	ncbi:41635	=>	Klasea nudicaulis	ncbi:41635	569922	new/tip	null
Eupatorium cannabinum	ncbi:102770	=>	Eupatorium cannabinum	ncbi:102770	178312	new/tip	null
Inulopsis	ncbi:433489	=>	Inulopsis	ncbi:433489	917004	new/import	null
Campanula takhtadzhianii	ncbi:1241194	=>	Campanula takhtadzhianii	ncbi:1241194	966375	new/tip	null
Campanula bayerniana	gbif:5411780	-	Campanula takhtadzhianii	ncbi:1241194	966375	noinfo	null
Campanula bayerniana	gbif:5411780	-	Campanula savalanica	ncbi:428197	600586	noinfo	null
Campanula bayerniana	gbif:5411780	=>	Campanula bayerniana	ncbi:1241029	84671	same/primary-name	Campanula bayerniana
Campanula bayerniana	ott:84671	-	Campanula takhtadzhianii	ncbi:1241194	966375	noinfo	null
Campanula bayerniana	ott:84671	-	Campanula savalanica	ncbi:428197	600586	noinfo	null
Campanula bayerniana	ott:84671	=>	Campanula bayerniana	ncbi:1241029	84671	same/primary-name	Campanula bayerniana
Cyphia bulbosa	ncbi:379220	=>	Cyphia bulbosa	ncbi:379220	957619	new/tip	null
Aster integrifolius	ncbi:481919	=>	Aster integrifolius	ncbi:481919	962235	new/tip	null
Kalimeris integrifolia	gbif:8262212	-	Aster integrifolius	ncbi:481919	962235	noinfo	null
Kalimeris integrifolia	gbif:8262212	-	Aster pekinensis	ncbi:72945	583685	noinfo	null
Kalimeris integrifolia	gbif:8262212	-		null	-	ambiguous tip	2
Aster holophyllus	ott:583685	-	Aster integrifolius	ncbi:481919	962235	noinfo	null
Aster holophyllus	ott:583685	=>	Aster pekinensis	ncbi:72945	583685	same/source-id	null
Psiadiella	ncbi:1225812	=>	Psiadiella	ncbi:1225812	960782	new/import	null
Psiadiella	gbif:6063851	-		null	-	not-placed/does-not-descend	null
Psiadiella	ott:960782	=>	Psiadiella	ncbi:1225812	960782	same/parent+parent	Astereae|Astereae
Psiadiella	ott:960782	-		null	-	newly-hidden	null
Hubertia	ncbi:462446	=>	Hubertia	ncbi:462446	145214	new/import	null
Delissea undulata	ncbi:368924	=>	Delissea undulata	ncbi:368924	104508	new/tip	null
